area_type,availability,Location,Size,society,total_sqft,bath,balcony,Price,No. of Bedrooms,target_column_name
Chittagong,15-Oct,East Nasirabad,,,,2,1,6221000,3,
Chittagong,16-Oct,East Nasirabad,,,,2,1,5380000,2,
Chittagong,17-Oct,East Nasirabad,,,,2,1,7631999,3,
Chittagong,18-Oct,East Nasirabad,,,,2,1,6612000,2,
Chittagong,19-Oct,East Nasirabad,,,,2,1,5443000,2,
Chittagong,20-Oct,East Nasirabad,,,,2,1,18000000,3,
Chittagong,21-Oct,East Nasirabad,,,,2,1,6200000,3,
Chittagong,22-Oct,East Nasirabad,,,,2,1,35900000,3,
Chittagong,23-Oct,East Nasirabad,,,,2,1,24900000,3,
Chittagong,24-Oct,East Nasirabad,,,,2,1,26900000,2,
Chittagong,25-Oct,East Nasirabad,,,,2,1,19400000,2,
Chittagong,26-Oct,East Nasirabad,,,,2,1,8000000,2,
Chittagong,27-Oct,East Nasirabad,,,,2,1,27400000,4,
Chittagong,28-Oct,East Nasirabad,,,,2,1,15000000,2,
Chittagong,29-Oct,East Nasirabad,,,,2,1,8200000,3,
Chittagong,30-Oct,East Nasirabad,,,,2,1,7500000,3,
Chittagong,31-Oct,East Nasirabad,,,,2,1,6500000,2,
Chittagong,1-Nov,East Nasirabad,,,,2,1,6000000,2,
Chittagong,2-Nov,East Nasirabad,,,,2,1,9000000,3,
Chittagong,3-Nov,East Nasirabad,,,,2,1,6900000,3,
Chittagong,4-Nov,East Nasirabad,,,,2,1,6950000,2,
Chittagong,5-Nov,East Nasirabad,,,,2,1,6711000,3,
Chittagong,6-Nov,East Nasirabad,,,,2,1,4209000,1,
Chittagong,7-Nov,East Nasirabad,,,,2,1,5478000,2,
Chittagong,8-Nov,East Nasirabad,,,,2,1,3267000,1,
Chittagong,9-Nov,East Nasirabad,,,,2,1,11100000,4,
Chittagong,10-Nov,East Nasirabad,,,,2,1,6731000,2,
Chittagong,11-Nov,East Nasirabad,,,,2,1,6385000,2,
Chittagong,12-Nov,East Nasirabad,,,,2,1,10800000,4,
Chittagong,13-Nov,East Nasirabad,,,,2,1,9278000,2,
Chittagong,14-Nov,East Nasirabad,,,,2,1,9859000,3,
Chittagong,15-Nov,East Nasirabad,,,,2,1,14800000,3,
Chittagong,16-Nov,East Nasirabad,,,,2,1,7400000,3,
Chittagong,17-Nov,East Nasirabad,,,,2,1,7200000,2,
Chittagong,18-Nov,East Nasirabad,,,,2,1,4500000,2,
Chittagong,19-Nov,East Nasirabad,,,,2,1,4553000,2,
Chittagong,20-Nov,East Nasirabad,,,,2,1,21500000,3,
Chittagong,21-Nov,East Nasirabad,,,,2,1,21300000,3,
Chittagong,22-Nov,East Nasirabad,,,,2,1,16200000,3,
Chittagong,23-Nov,East Nasirabad,,,,2,1,16000000,3,
Chittagong,24-Nov,East Nasirabad,,,,2,1,16000000,3,
Chittagong,25-Nov,East Nasirabad,,,,2,1,4518000,2,
Chittagong,26-Nov,East Nasirabad,,,,2,1,28800000,4,
Chittagong,27-Nov,East Nasirabad,,,,2,1,28500000,4,
Chittagong,28-Nov,East Nasirabad,,,,2,1,11299999,4,
Chittagong,29-Nov,East Nasirabad,,,,2,1,11299999,4,
Chittagong,30-Nov,East Nasirabad,,,,2,1,9516000,4,
Chittagong,1-Dec,East Nasirabad,,,,2,1,10100000,3,
Chittagong,2-Dec,East Nasirabad,,,,2,1,7331999,3,
Chittagong,3-Dec,East Nasirabad,,,,2,1,9802000,2,
Chittagong,4-Dec,East Nasirabad,,,,2,1,6526000,2,
Chittagong,5-Dec,East Nasirabad,,,,2,1,6526000,2,
Chittagong,6-Dec,East Nasirabad,,,,2,1,11000000,3,
Chittagong,7-Dec,East Nasirabad,,,,2,1,7200000,2,
Chittagong,8-Dec,East Nasirabad,,,,2,1,6100000,2,
Chittagong,9-Dec,East Nasirabad,,,,2,1,24300000,3,
Chittagong,10-Dec,East Nasirabad,,,,2,1,24100000,3,
Chittagong,11-Dec,East Nasirabad,,,,2,1,23600000,3,
Chittagong,12-Dec,East Nasirabad,,,,2,1,11600000,3,
Chittagong,13-Dec,East Nasirabad,,,,2,1,20900000,3,
Chittagong,14-Dec,East Nasirabad,,,,2,1,41200000,4,
Chittagong,15-Dec,East Nasirabad,,,,2,1,40599999,4,
Chittagong,16-Dec,East Nasirabad,,,,2,1,38400000,4,
Chittagong,17-Dec,East Nasirabad,,,,2,1,33800000,4,
Chittagong,18-Dec,East Nasirabad,,,,2,1,32900000,4,
Chittagong,19-Dec,East Nasirabad,,,,2,1,25700000,4,
Chittagong,20-Dec,East Nasirabad,,,,2,1,9278000,2,
Chittagong,21-Dec,East Nasirabad,,,,2,1,7200000,3,
Chittagong,22-Dec,East Nasirabad,,,,2,1,28100000,4,
Chittagong,23-Dec,East Nasirabad,,,,2,1,21500000,4,
Chittagong,24-Dec,East Nasirabad,,,,2,1,13600000,3,
Chittagong,25-Dec,East Nasirabad,,,,2,1,11399999,3,
Chittagong,26-Dec,East Nasirabad,,,,2,1,21500000,4,
Chittagong,27-Dec,East Nasirabad,,,,2,1,21000000,4,
Chittagong,28-Dec,East Nasirabad,,,,2,1,22000000,3,
Chittagong,29-Dec,East Nasirabad,,,,2,1,11500000,3,
Chittagong,30-Dec,East Nasirabad,,,,2,1,12500000,3,
Chittagong,31-Dec,East Nasirabad,,,,2,1,10500000,3,
Chittagong,1-Jan,East Nasirabad,,,,2,1,10900000,3,
Chittagong,2-Jan,East Nasirabad,,,,2,1,6000000,2,
Chittagong,3-Jan,East Nasirabad,,,,2,1,5000000,1,
Chittagong,4-Jan,wasa,,,,2,1,4800000,1,
Chittagong,5-Jan,Mojaffar Nagor,,,,2,1,23200000,3,
Chittagong,6-Jan,Mojaffar Nagor,,,,2,1,11800000,3,
Chittagong,7-Jan,Mojaffar Nagor,,,,2,1,12000000,3,
Chittagong,8-Jan,Mojaffar Nagor,,,,2,1,12700000,3,
Chittagong,9-Jan,wasa,,,,2,1,13400000,3,
Chittagong,10-Jan,wasa,,,,2,1,38900000,4,
Chittagong,11-Jan,wasa,,,,2,1,6000000,2,
Chittagong,12-Jan,2No Gate,,,,2,1,5367000,2,
Chittagong,13-Jan,2No Gate,,,,2,1,5206000,2,
Chittagong,14-Jan,2No Gate,,,,2,1,5183000,2,
Chittagong,15-Jan,Murad Pur,,,,2,1,9700000,3,
Barishal,16-Jan,Bakerganj,,,,2,1,9300000,3,
Barishal,17-Jan,Bakerganj,,,,2,1,31800000,4,
Barishal,18-Jan,Bakerganj,,,,2,1,7706000,2,
Barishal,19-Jan,Bakerganj,,,,2,1,12300000,3,
Barishal,20-Jan,Bakerganj,,,,2,1,9400000,3,
Barishal,21-Jan,Bakerganj,,,,2,1,8600000,3,
Barishal,22-Jan,Bakerganj,,,,2,1,7200000,2,
Barishal,23-Jan,Bakerganj,,,,2,1,9800000,3,
Barishal,24-Jan,Bakerganj,,,,2,1,7900000,2,
Barishal,25-Jan,Bakerganj,,,,2,1,6800000,1,
Barishal,26-Jan,Bakerganj,,,,2,1,7200000,1,
Barishal,27-Jan,Bakerganj,,,,2,1,7200000,1,
Barishal,28-Jan,Bakerganj,,,,2,1,4340000,2,
Barishal,29-Jan,Bakerganj,,,,2,1,4147000,2,
Barishal,30-Jan,Bakerganj,,,,2,1,3920000,2,
Barishal,31-Jan,Bakerganj,,,,2,1,2940000,2,
Barishal,1-Feb,Bakerganj,,,,2,1,4602000,2,
Barishal,2-Feb,Bakerganj,,,,2,1,4532000,2,
Barishal,3-Feb,Bakerganj,,,,2,1,4322000,2,
Barishal,4-Feb,Bakerganj,,,,2,1,2660000,1,
Barishal,5-Feb,Bakerganj,,,,2,1,5617000,3,
Barishal,6-Feb,Bakerganj,,,,2,1,3220000,2,
Barishal,7-Feb,Bakerganj,,,,2,1,2310000,1,
Barishal,8-Feb,Bakerganj,,,,2,1,4270000,2,
Barishal,9-Feb,Bakerganj,,,,2,1,2835000,1,
Barishal,10-Feb,Bakerganj,,,,2,1,4272000,2,
Barishal,11-Feb,Bakerganj,,,,2,1,4272000,2,
Barishal,12-Feb,Bakerganj,,,,2,1,7320000,2,
Barishal,13-Feb,Bakerganj,,,,2,1,7150000,1,
Barishal,14-Feb,Bakerganj,,,,2,1,6700000,1,
Barishal,15-Feb,Bakerganj,,,,2,1,7150000,1,
Barishal,16-Feb,Bakerganj,,,,2,1,6850000,2,
Barishal,17-Feb,Bakerganj,,,,2,1,7300000,2,
Barishal,18-Feb,Bakerganj,,,,2,1,6800000,1,
Barishal,19-Feb,Bakerganj,,,,2,1,7100000,2,
Barishal,20-Feb,Bakerganj,,,,2,1,6800000,1,
Barishal,21-Feb,Bakerganj,,,,2,1,7100000,1,
Barishal,22-Feb,Bakerganj,,,,2,1,4489000,2,
Barishal,23-Feb,Bakerganj,,,,2,1,61300000,4,
Barishal,24-Feb,Bakerganj,,,,2,1,57500000,4,
Barishal,25-Feb,Bakerganj,,,,2,1,48700000,4,
Barishal,26-Feb,Bakerganj,,,,2,1,30900000,3,
Barishal,27-Feb,Bakerganj,,,,2,1,30600000,3,
Barishal,28-Feb,Bakerganj,,,,2,1,27000000,3,
Barishal,1-Mar,Bakerganj,,,,2,1,26600000,3,
Barishal,2-Mar,Bakerganj,,,,2,1,3911000,2,
Barishal,3-Mar,Bakerganj,,,,2,1,4495000,2,
Barishal,4-Mar,Bakerganj,,,,2,1,25400000,3,
Barishal,5-Mar,Bakerganj,,,,2,1,19300000,2,
Barishal,6-Mar,Bakerganj,,,,2,1,13899999,3,
Barishal,7-Mar,Bakerganj,,,,2,1,29600000,4,
Barishal,8-Mar,Babuganj,,,,2,1,19500000,3,
Barishal,9-Mar,Babuganj,,,,2,1,7500000,2,
Barishal,10-Mar,Babuganj,,,,2,1,33900000,4,
Barishal,11-Mar,Babuganj,,,,2,1,25400000,3,
Barishal,12-Mar,Babuganj,,,,2,1,17400000,2,
Barishal,13-Mar,Babuganj,,,,2,1,11800000,2,
Barishal,14-Mar,Babuganj,,,,2,1,10000000,2,
Barishal,15-Mar,Babuganj,,,,2,1,21800000,4,
Barishal,16-Mar,Babuganj,,,,2,1,9900000,3,
Barishal,17-Mar,Babuganj,,,,2,1,5719000,2,
Barishal,18-Mar,Babuganj,,,,2,1,5797000,2,
Barishal,19-Mar,Babuganj,,,,2,1,4455000,1,
Barishal,20-Mar,Babuganj,,,,2,1,14300000,3,
Barishal,21-Mar,Banaripara,,,,2,1,5480000,3,
Barishal,22-Mar,Banaripara,,,,2,1,4556000,2,
Barishal,23-Mar,Banaripara,,,,2,1,4616000,2,
Barishal,24-Mar,Banaripara,,,,2,1,4896000,2,
Barishal,25-Mar,Banaripara,,,,2,1,4656000,2,
Barishal,26-Mar,Banaripara,,,,2,1,5719000,2,
Barishal,27-Mar,Banaripara,,,,2,1,4212000,2,
Barishal,28-Mar,Banaripara,,,,2,1,9100000,3,
Barishal,29-Mar,Banaripara,,,,2,1,8400000,2,
Barishal,30-Mar,Banaripara,,,,2,1,7100000,2,
Barishal,31-Mar,Banaripara,,,,2,1,6100000,2,
Barishal,1-Apr,Banaripara,,,,2,1,23100000,4,
Barishal,2-Apr,Banaripara,,,,2,1,13700000,4,
Barishal,3-Apr,Banaripara,,,,2,1,11000000,3,
Barishal,4-Apr,Banaripara,,,,2,1,10300000,3,
Barishal,5-Apr,Banaripara,,,,2,1,9500000,2,
Barishal,6-Apr, banaripara,,,,2,1,40000000,4,
Barishal,7-Apr,Banaripara,,,,2,1,25000000,4,
Barishal,8-Apr,Banaripara,,,,2,1,20000000,3,
Barishal,9-Apr,Banaripara,,,,2,1,17700000,3,
Barishal,10-Apr,Banaripara,,,,2,1,14400000,2,
Barishal,11-Apr,Banaripara,,,,2,1,37000000,4,
Barishal,12-Apr,Banaripara,,,,2,1,31000000,3,
Barishal,13-Apr,Banaripara,,,,2,1,7300000,3,
Barishal,14-Apr,Ujirpur,,,,2,1,5500000,2,
Barishal,15-Apr,Ujirpur,,,,2,1,7223999,3,
Barishal,16-Apr,Ujirpur,,,,2,1,5552000,2,
Barishal,17-Apr,Ujirpur,,,,2,1,5166000,2,
Barishal,18-Apr,Ujirpur,,,,2,1,14600000,3,
Barishal,19-Apr,Ujirpur,,,,2,1,14200000,3,
Barishal,20-Apr,Ujirpur,,,,2,1,15800000,3,
Barishal,21-Apr,Ujirpur,,,,2,1,5640000,1,
Barishal,22-Apr,Ujirpur,,,,2,1,11100000,2,
Barishal,23-Apr,Ujirpur,,,,2,1,14600000,3,
Barishal,24-Apr,Ujirpur,,,,2,1,13200000,3,
Barishal,25-Apr,Ujirpur,,,,2,1,10600000,3,
Barishal,26-Apr,Ujirpur,,,,2,1,10600000,3,
Barishal,27-Apr,Ujirpur,,,,2,1,8200000,2,
Barishal,28-Apr,Ujirpur,,,,2,1,10500000,3,
Barishal,29-Apr,Ujirpur,,,,2,1,9800000,3,
Barishal,30-Apr,Ujirpur,,,,2,1,8100000,2,
Barishal,1-May,Ujirpur,,,,2,1,8100000,2,
Barishal,2-May,Ujirpur,,,,2,1,29400000,4,
Barishal,3-May,Ujirpur,,,,2,1,23000000,3,
Barishal,4-May,Gournodi,,,,2,1,23000000,3,
Barishal,5-May,Gournodi,,,,2,1,4557000,2,
Barishal,6-May,Gournodi,,,,2,1,4242000,2,
Barishal,7-May,Gournodi,,,,2,1,4620000,2,
Barishal,8-May,Gournodi,,,,2,1,7242000,3,
Barishal,9-May,Gournodi,,,,2,1,6509000,2,
Barishal,19-Dec,Gournodi,,,,2,1,6819000,3,
Barishal,20-Dec,Gournodi,,,,2,1,6669000,3,
Barishal,21-Dec,Gournodi,,,,2,1,5701000,2,
Barishal,22-Dec,Gournodi,,,,2,1,5964000,2,
Barishal,23-Dec,Gournodi,,,,2,1,5503000,2,
Barishal,24-Dec,Gournodi,,,,2,1,5625000,2,
Barishal,25-Dec,Gournodi,,,,2,1,4995000,2,
Barishal,26-Dec,Gournodi,,,,2,1,4995000,2,
Barishal,27-Dec,Gournodi,,,,2,1,4294000,2,
Barishal,28-Dec,Gournodi,,,,2,1,4455000,2,
Barishal,29-Dec,Gournodi,,,,2,1,4590000,2,
Barishal,30-Dec,Gournodi,,,,2,1,4738000,2,
Barishal,31-Dec,Gournodi,,,,2,1,4653000,2,
Barishal,1-Jan,Gournodi,,,,2,1,4781000,2,
Barishal,2-Jan,Gournodi,,,,2,1,4505000,2,
Barishal,3-Jan,Gournodi,,,,2,1,4632000,2,
Barishal,4-Jan,Gournodi,,,,2,1,5100000,2,
Barishal,5-Jan,Gournodi,,,,2,1,13400000,3,
Barishal,6-Jan,Agouljhora,,,,2,1,15600000,3,
Barishal,7-Jan,Agouljhora,,,,2,1,12200000,3,
Barishal,8-Jan,Agouljhora,,,,2,1,15700000,3,
Barishal,9-Jan,Agouljhora,,,,2,1,14100000,3,
Barishal,10-Jan,Agouljhora,,,,2,1,7500000,2,
Barishal,11-Jan,Agouljhora,,,,2,1,9200000,2,
Barishal,12-Jan,Agouljhora,,,,2,1,13200000,3,
Barishal,13-Jan,Agouljhora,,,,2,1,7300000,2,
Barishal,14-Jan,Agouljhora,,,,2,1,6655000,2,
Barishal,15-Jan,Agouljhora,,,,2,1,7100000,1,
Barishal,16-Jan,Agouljhora,,,,2,1,6700000,2,
Barishal,17-Jan,Agouljhora,,,,2,1,7100000,2,
Barishal,18-Jan,Agouljhora,,,,2,1,7100000,2,
Barishal,19-Jan,Agouljhora,,,,2,1,6798999,1,
Barishal,20-Jan,Agouljhora,,,,2,1,7298000,1,
Barishal,21-Jan,Agouljhora,,,,2,1,32000000,3,
Barishal,22-Jan,Agouljhora,,,,2,1,4160000,2,
Barishal,23-Jan,Agouljhora,,,,2,1,5228000,3,
Barishal,24-Jan,Agouljhora,,,,2,1,4373000,2,
Barishal,25-Jan,Agouljhora,,,,2,1,5306000,3,
Barishal,26-Jan,Agouljhora,,,,2,1,4431000,2,
Barishal,27-Jan,Agouljhora,,,,2,1,9300000,2,
Barishal,28-Jan,Agouljhora,,,,2,1,12400000,3,
Barishal,29-Jan,Agouljhora,,,,2,1,11500000,3,
Barishal,30-Jan,Agouljhora,,,,2,1,14800000,3,
Barishal,31-Jan,Agouljhora,,,,2,1,7500000,3,
Barishal,1-Feb,Agouljhora,,,,2,1,7500000,2,
Barishal,2-Feb,Agouljhora,,,,2,1,14500000,3,
Barishal,3-Feb,Agouljhora,,,,2,1,10200000,2,
Barishal,4-Feb,Agouljhora,,,,2,1,11500000,3,
Barishal,5-Feb,Agouljhora,,,,2,1,9200000,2,
Barishal,6-Feb,Agouljhora,,,,2,1,11000000,3,
Barishal,7-Feb,Agouljhora,,,,2,1,12700000,3,
Barishal,8-Feb,Agouljhora,,,,2,1,12700000,3,
Barishal,9-Feb,Agouljhora,,,,2,1,14700000,3,
Barishal,10-Feb,Agouljhora,,,,2,1,13400000,3,
Barishal,11-Feb,Agouljhora,,,,2,1,13000000,3,
Barishal,12-Feb,Agouljhora,,,,2,1,69000000,3,
Barishal,13-Feb,Agouljhora,,,,2,1,6417000,3,
Barishal,14-Feb,Agouljhora,,,,2,1,4569000,2,
Barishal,15-Feb,Agouljhora,,,,2,1,6459999,3,
Barishal,16-Feb,Agouljhora,,,,2,1,6656999,3,
Barishal,17-Feb,Agouljhora,,,,2,1,6523000,3,
Barishal,18-Feb,Agouljhora,,,,2,1,6230000,3,
Barishal,19-Feb,Agouljhora,,,,2,1,4972000,2,
Barishal,20-Feb,Agouljhora,,,,2,1,4785000,2,
Barishal,21-Feb,Agouljhora,,,,2,1,6720000,3,
Barishal,22-Feb,Agouljhora,,,,2,1,13700000,4,
Barishal,23-Feb,Agouljhora,,,,2,1,9240000,3,
Barishal,24-Feb,Agouljhora,,,,2,1,7180000,2,
Barishal,25-Feb,Agouljhora,,,,2,1,3940000,1,
Barishal,26-Feb,Agouljhora,,,,2,1,6878000,3,
Barishal,27-Feb,Agouljhora,,,,2,1,4599000,2,
Barishal,28-Feb,Agouljhora,,,,2,1,15000000,3,
Barishal,1-Mar,Agouljhora,,,,2,1,6533000,2,
Barishal,2-Mar,Agouljhora,,,,2,1,5674000,2,
Barishal,3-Mar,Agouljhora,,,,2,1,7467000,2,
Barishal,4-Mar,Agouljhora,,,,2,1,11000000,3,
Barishal,5-Mar,Agouljhora,,,,2,1,3800000,2,
Barishal,6-Mar,Agouljhora,,,,2,1,3572000,2,
Barishal,7-Mar,Agouljhora,,,,2,1,3876000,2,
Barishal,8-Mar,Agouljhora,,,,2,1,4099000,2,
Barishal,9-Mar,Agouljhora,,,,2,1,3304000,3,
Barishal,10-Mar,Agouljhora,,,,2,1,15000000,2,
Barishal,11-Mar,Hijla,,,,2,1,58099999,4,
Barishal,12-Mar,Hijla,,,,2,1,5600000,3,
Barishal,13-Mar,Muladi,,,,2,1,5451000,3,
Barishal,14-Mar,Muladi,,,,2,1,5356000,3,
Barishal,15-Mar,Muladi,,,,2,1,4440000,2,
Barishal,16-Mar,Muladi,,,,2,1,4500000,2,
Barishal,17-Mar,Muladi,,,,2,1,5322000,3,
Barishal,18-Mar,Mehendiganj,,,,2,1,5530000,3,
Barishal,19-Mar,Mehendiganj,,,,2,1,5148000,2,
Barishal,20-Mar,Mehendiganj,,,,2,1,5200000,2,
Barishal,21-Mar,Mehendiganj,,,,2,1,5381000,2,
Barishal,22-Mar,Mehendiganj,,,,2,1,5148000,2,
Barishal,23-Mar,Mehendiganj,,,,2,1,4433000,2,
Barishal,24-Mar,Mehendiganj,,,,2,1,12700000,3,
Barishal,25-Mar,Kazirhut,,,,2,1,35500000,4,
Barishal,26-Mar,Kazirhut,,,,2,1,50000000,4,
Barishal,27-Mar,Kazirhut,,,,2,1,2920000,1,
Barishal,28-Mar,Kazirhut,,,,2,1,2157000,1,
Barishal,29-Mar,Kazirhut,,,,2,1,35200000,3,
Barishal,30-Mar,Kazirhut,,,,2,1,9500000,3,
Cumilla,31-Mar,cumilla sadar,,,,2,1,6800000,2,
Cumilla,1-Apr,cumilla sadar,,,,2,1,6798000,3,
Cumilla,2-Apr,cumilla sadar,,,,2,1,6172000,3,
Cumilla,3-Apr,cumilla sadar,,,,2,1,5341000,2,
Cumilla,4-Apr,cumilla sadar,,,,2,1,4938000,2,
Cumilla,5-Apr,cumilla sadar,,,,2,1,3619000,1,
Cumilla,6-Apr,cumilla sadar,,,,2,1,3372999,1,
Cumilla,7-Apr,cumilla sadar,,,,2,1,8673000,3,
Cumilla,8-Apr,cumilla sadar,,,,2,1,7456000,3,
Cumilla,9-Apr,cumilla sadar,,,,2,1,6687000,2,
Cumilla,10-Apr,cumilla sadar,,,,2,1,6448000,2,
Cumilla,11-Apr,cumilla sadar,,,,2,1,9458000,3,
Cumilla,12-Apr,cumilla sadar,,,,2,1,4000000,2,
Cumilla,13-Apr,cumilla sadar,,,,2,1,10700000,3,
Cumilla,14-Apr,cumilla sadar,,,,2,1,8434000,3,
Cumilla,15-Apr,cumilla sadar,,,,2,1,8509000,3,
Cumilla,16-Apr,cumilla sadar,,,,2,1,5426000,2,
Cumilla,17-Apr,cumilla sadar,,,,2,1,8400000,2,
Cumilla,18-Apr,cumilla sadar,,,,2,1,16200000,3,
Cumilla,19-Apr,cumilla sadar,,,,2,1,23200000,4,
Cumilla,20-Apr,cumilla sadar,,,,2,1,13500000,3,
Cumilla,21-Apr,cumilla sadar,,,,2,1,11800000,3,
Cumilla,22-Apr,cumilla sadar,,,,2,1,15000000,3,
Cumilla,23-Apr,cumilla sadar,,,,2,1,13799999,3,
Cumilla,24-Apr,cumilla sadar,,,,2,1,11100000,3,
Cumilla,25-Apr,cumilla sadar,,,,2,1,17100000,3,
Cumilla,26-Apr,cumilla sadar,,,,2,1,9100000,2,
Cumilla,27-Apr,cumilla sadar,,,,2,1,20000000,4,
Cumilla,28-Apr,cumilla sadar,,,,2,1,13400000,3,
Cumilla,29-Apr,cumilla sadar,,,,2,1,9700000,3,
Cumilla,30-Apr,cumilla sadar,,,,2,1,9100000,3,
Cumilla,1-May,cumilla sadar,,,,2,1,7500000,2,
Cumilla,2-May,cumilla sadar,,,,2,1,11399999,3,
Cumilla,3-May,cumilla sadar,,,,2,1,9800000,3,
Cumilla,4-May,cumilla sadar,,,,2,1,8100000,2,
Cumilla,5-May,cumilla sadar,,,,2,1,4505000,2,
Cumilla,6-May,cumilla sadar,,,,2,1,5032000,3,
Cumilla,7-May,cumilla sadar,,,,2,1,3927000,2,
Cumilla,8-May,cumilla sadar,,,,2,1,4369000,2,
Cumilla,9-May,cumilla sadar,,,,2,1,5151000,3,
Cumilla,10-May,cumilla sadar,,,,2,1,4352000,2,
Cumilla,11-May,cumilla sadar,,,,2,1,4386000,2,
Cumilla,12-May,cumilla sadar,,,,2,1,4046000,2,
Cumilla,13-May,cumilla sadar,,,,2,1,10600000,3,
Cumilla,14-May,cumilla sadar,,,,2,1,9800000,2,
Cumilla,15-May,cumilla sadar,,,,2,1,9799000,2,
Cumilla,16-May,cumilla sadar,,,,2,1,8863000,2,
Cumilla,17-May,cumilla sadar,,,,2,1,13799999,3,
Cumilla,18-May,cumilla sadar,,,,2,1,8500000,2,
Cumilla,19-May,cumilla sadar,,,,2,1,10600000,3,
Cumilla,20-May,cumilla sadar,,,,2,1,6584999,2,
Cumilla,21-May,cumilla sadar,,,,2,1,12700000,3,
Cumilla,22-May,cumilla sadar,,,,2,1,9050000,3,
Cumilla,23-May,cumilla sadar,,,,2,1,8500000,3,
Cumilla,24-May,cumilla sadar,,,,2,1,7000000,2,
Cumilla,25-May,cumilla sadar,,,,2,1,9050000,3,
Cumilla,26-May,cumilla sadar,,,,2,1,6698999,2,
Cumilla,27-May,cumilla sadar,,,,2,1,5499000,2,
Cumilla,28-May,cumilla sadar,,,,2,1,9000000,3,
Cumilla,29-May,cumilla sadar,,,,2,1,6800000,2,
Cumilla,30-May,cumilla sadar,,,,2,1,8499000,3,
Cumilla,31-May,cumilla sadar,,,,2,1,6498999,2,
Cumilla,1-Jun,cumilla sadar,,,,2,1,6498999,2,
Cumilla,2-Jun,nangalkot,,,,2,1,6800000,2,
Cumilla,3-Jun,nangalkot,,,,2,1,7800000,2,
Cumilla,4-Jun,nangalkot,,,,2,1,7800000,2,
Cumilla,5-Jun,nangalkot,,,,2,1,7800000,2,
Cumilla,6-Jun,nangalkot,,,,2,1,22500000,3,
Cumilla,7-Jun,nangalkot,,,,2,1,24000000,3,
Cumilla,8-Jun,nangalkot,,,,2,1,17200000,3,
Cumilla,9-Jun,nangalkot,,,,2,1,22500000,3,
Cumilla,10-Jun,nangalkot,,,,2,1,9000000,3,
Cumilla,11-Jun,nangalkot,,,,2,1,6133000,3,
Cumilla,12-Jun,nangalkot,,,,2,1,6416000,3,
Cumilla,13-Jun,nangalkot,,,,2,1,4306000,2,
Cumilla,14-Jun,nangalkot,,,,2,1,4872000,2,
Cumilla,15-Jun,nangalkot,,,,2,1,5002000,2,
Cumilla,16-Jun,nangalkot,,,,2,1,7351000,3,
Cumilla,17-Jun,nangalkot,,,,2,1,4611000,2,
Cumilla,18-Jun,nangalkot,,,,2,1,6938000,3,
Cumilla,19-Jun,nangalkot,,,,2,1,5972000,2,
Cumilla,20-Jun,nangalkot,,,,2,1,5100000,3,
Cumilla,21-Jun,nangalkot,,,,2,1,4600000,3,
Cumilla,22-Jun,nangalkot,,,,2,1,12000000,3,
Cumilla,23-Jun,nangalkot,,,,2,1,12200000,3,
Cumilla,24-Jun,nangalkot,,,,2,1,10200000,2,
Cumilla,25-Jun,nangalkot,,,,2,1,12400000,3,
Cumilla,26-Jun,nangalkot,,,,2,1,9595000,2,
Cumilla,27-Jun,nangalkot,,,,2,1,11900000,3,
Cumilla,28-Jun,nangalkot,,,,2,1,5050000,2,
Cumilla,29-Jun,nangalkot,,,,2,1,3735000,1,
Cumilla,30-Jun,nangalkot,,,,2,1,5180000,3,
Cumilla,1-Jul,nangalkot,,,,2,1,3700000,2,
Cumilla,2-Jul,nangalkot,,,,2,1,5050000,3,
Cumilla,3-Jul,nangalkot,,,,2,1,3735000,2,
Cumilla,4-Jul,nangalkot,,,,2,1,3735000,2,
Cumilla,5-Jul,nangalkot,,,,2,1,3735000,2,
Cumilla,6-Jul,nangalkot,,,,2,1,3734000,2,
Cumilla,7-Jul,nangalkot,,,,2,1,4099000,2,
Cumilla,8-Jul,nangalkot,,,,2,1,4099000,2,
Cumilla,9-Jul,nangalkot,,,,2,1,4800000,2,
Cumilla,10-Jul,nangalkot,,,,2,1,6514000,3,
Cumilla,11-Jul,nangalkot,,,,2,1,5000000,2,
Cumilla,12-Jul,nangalkot,,,,2,1,5202000,3,
Cumilla,13-Jul,nangalkot,,,,2,1,4440000,2,
Cumilla,14-Jul,nangalkot,,,,2,1,5739000,3,
Cumilla,15-Jul,nangalkot,,,,2,1,6426000,3,
Cumilla,16-Jul,nangalkot,,,,2,1,5800000,3,
Cumilla,17-Jul,nangalkot,,,,2,1,6028000,2,
Cumilla,18-Jul,nangalkot,,,,2,1,4400000,2,
Cumilla,19-Jul,nangalkot,,,,2,1,6400000,3,
Cumilla,20-Jul,cantonment,,,,2,1,5380000,2,
Cumilla,21-Jul,cantonment,,,,2,1,6466000,3,
Cumilla,22-Jul,cantonment,,,,2,1,5257000,3,
Cumilla,23-Jul,cantonment,,,,2,1,6413000,3,
Cumilla,24-Jul,cantonment,,,,2,1,5040000,2,
Cumilla,25-Jul,cantonment,,,,2,1,5485000,2,
Cumilla,26-Jul,cantonment,,,,2,1,6459999,3,
Cumilla,27-Jul,cantonment,,,,2,1,4440000,2,
Cumilla,28-Jul,cantonment,,,,2,1,5959000,2,
Cumilla,29-Jul,cantonment,,,,2,1,6400000,2,
Cumilla,30-Jul,cantonment,,,,2,1,5023000,2,
